date,epidemiological_week,estimated_population,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
2020-04-01,202014,3534165.0,3506853.0,False,False,92,2.60316,2020-04-01,0.0217,2,21,state,RN,10,1
2020-04-01,202014,1796460.0,1777225.0,False,False,9,0.5009899999999999,2020-04-01,0.1111,1,13,state,RO,0,0
2020-04-01,202014,631181.0,605761.0,False,False,26,4.11926,2020-04-01,0.0,0,12,state,RR,10,0
2020-04-01,202014,11422973.0,11377239.0,False,False,316,2.7663599999999997,2020-04-01,0.0158,5,23,state,RS,11,1
2020-04-01,202014,7252502.0,7164788.0,False,False,247,3.4057199999999996,2020-04-01,0.0081,2,21,state,SC,12,0
2020-04-01,202014,2318822.0,2298696.0,False,False,22,0.94876,2020-04-01,0.0,0,19,state,SE,3,0
2020-04-01,202014,46289333.0,45919049.0,False,False,2981,6.43993,2020-04-01,0.055,164,37,state,SP,642,28
2020-04-01,202014,1590248.0,1572866.0,False,False,12,0.7546,2020-04-01,0.0,0,15,state,TO,0,0
2020-04-02,202014,894470.0,881935.0,False,False,45,5.0309099999999995,2020-04-02,0.0,0,17,state,AC,2,0
2020-04-02,202014,3351543.0,3337357.0,False,False,18,0.5370699999999999,2020-04-02,0.0556,1,26,state,AL,0,0
2020-04-02,202014,4207714.0,4144597.0,False,False,229,5.4423900000000005,2020-04-02,0.0131,3,21,state,AM,29,0
2020-04-02,202014,861773.0,845731.0,False,False,12,1.39248,2020-04-02,0.0,0,14,state,AP,1,0
2020-04-02,202014,14930634.0,14873064.0,False,False,267,1.78827,2020-04-02,0.0112,3,28,state,BA,21,1
2020-04-02,202014,9187103.0,9132078.0,False,False,563,6.12816,2020-04-02,0.0373,21,18,state,CE,118,12
2020-04-02,202014,3055149.0,3015268.0,False,False,400,13.09265,2020-04-02,0.0125,5,27,state,DF,30,1
2020-04-02,202014,4064052.0,4018650.0,False,False,139,3.42023,2020-04-02,0.0144,2,29,state,ES,19,2
2020-04-02,202014,7113540.0,7018354.0,False,False,73,1.02621,2020-04-02,0.0137,1,22,state,GO,0,0
2020-04-02,202014,7114598.0,7075181.0,False,False,80,1.12445,2020-04-02,0.0125,1,14,state,MA,10,0
2020-04-02,202014,21292666.0,21168791.0,False,False,370,1.7376900000000002,2020-04-02,0.0108,4,26,state,MG,56,1
2020-04-02,202014,2809394.0,2778986.0,False,False,53,1.8865299999999998,2020-04-02,0.0189,1,20,state,MS,2,0
2020-04-02,202014,3526220.0,3484466.0,False,False,41,1.16272,2020-04-02,0.0,0,14,state,MT,13,0
2020-04-02,202014,8690745.0,8602865.0,False,False,49,0.56382,2020-04-02,0.0204,1,16,state,PA,8,0
2020-04-02,202014,4039277.0,4018127.0,False,False,29,0.71795,2020-04-02,0.0345,1,22,state,PB,8,0
2020-04-02,202014,9616621.0,9557071.0,False,False,106,1.10226,2020-04-02,0.0849,9,22,state,PE,11,1
2020-04-02,202014,3281480.0,3273227.0,False,False,19,0.57901,2020-04-02,0.2105,4,15,state,PI,0,0
2020-04-02,202014,11516840.0,11433957.0,False,False,258,2.2402,2020-04-02,0.0155,4,22,state,PR,29,1
2020-04-02,202014,17366189.0,17264943.0,False,False,992,5.71225,2020-04-02,0.0413,41,29,state,RJ,160,13
2020-04-02,202014,3534165.0,3506853.0,False,False,106,2.9992900000000002,2020-04-02,0.0189,2,22,state,RN,14,0
2020-04-02,202014,1796460.0,1777225.0,False,False,10,0.55665,2020-04-02,0.1,1,14,state,RO,1,0
2020-04-02,202014,631181.0,605761.0,False,False,30,4.7529900000000005,2020-04-02,0.0,0,13,state,RR,4,0
2020-04-02,202014,11422973.0,11377239.0,False,False,386,3.3791599999999997,2020-04-02,0.013000000000000001,5,24,state,RS,70,0
2020-04-02,202014,7252502.0,7164788.0,False,False,281,3.8745199999999995,2020-04-02,0.0178,5,22,state,SC,34,3
2020-04-02,202014,2318822.0,2298696.0,False,False,24,1.03501,2020-04-02,0.0833,2,20,state,SE,2,2
2020-04-02,202014,46289333.0,45919049.0,False,False,3506,7.5741,2020-04-02,0.0536,188,38,state,SP,525,24
2020-04-02,202014,1590248.0,1572866.0,False,False,12,0.7546,2020-04-02,0.0,0,16,state,TO,0,0
2020-04-03,202014,894470.0,881935.0,False,False,46,5.14271,2020-04-03,0.0,0,18,state,AC,1,0
2020-04-03,202014,3351543.0,3337357.0,False,False,23,0.68625,2020-04-03,0.087,2,27,state,AL,5,1
2020-04-03,202014,4207714.0,4144597.0,False,False,260,6.179130000000001,2020-04-03,0.0269,7,22,state,AM,31,4
2020-04-03,202014,861773.0,845731.0,False,False,19,2.20476,2020-04-03,0.0,0,15,state,AP,7,0
2020-04-03,202014,14930634.0,14873064.0,False,False,290,1.94232,2020-04-03,0.0207,6,29,state,BA,23,3
2020-04-03,202014,9187103.0,9132078.0,False,False,658,7.162210000000001,2020-04-03,0.0334,22,19,state,CE,95,1
2020-04-03,202014,3055149.0,3015268.0,False,False,419,13.71455,2020-04-03,0.0143,6,28,state,DF,19,1
2020-04-03,202014,4064052.0,4018650.0,False,False,153,3.7647199999999996,2020-04-03,0.0327,5,30,state,ES,14,3
2020-04-03,202014,7113540.0,7018354.0,False,False,88,1.23708,2020-04-03,0.0227,2,23,state,GO,15,1
2020-04-03,202014,7114598.0,7075181.0,False,False,87,1.22284,2020-04-03,0.0115,1,15,state,MA,7,0
2020-04-03,202014,21292666.0,21168791.0,False,False,397,1.8644900000000002,2020-04-03,0.0151,6,27,state,MG,27,2
2020-04-03,202014,2809394.0,2778986.0,False,False,60,2.1356900000000003,2020-04-03,0.0167,1,21,state,MS,7,0
2020-04-03,202014,3526220.0,3484466.0,False,False,44,1.2478,2020-04-03,0.0227,1,15,state,MT,3,1
2020-04-03,202014,8690745.0,8602865.0,False,False,75,0.8629899999999999,2020-04-03,0.0133,1,17,state,PA,26,0
2020-04-03,202014,4039277.0,4018127.0,False,False,32,0.79222,2020-04-03,0.0312,1,23,state,PB,3,0
2020-04-03,202014,9616621.0,9557071.0,False,False,136,1.41422,2020-04-03,0.0735,10,23,state,PE,30,1
2020-04-03,202014,3281480.0,3273227.0,False,False,22,0.67043,2020-04-03,0.1818,4,16,state,PI,3,0
2020-04-03,202014,11516840.0,11433957.0,False,False,307,2.66566,2020-04-03,0.0163,5,23,state,PR,49,1
2020-04-03,202014,17366189.0,17264943.0,False,False,1074,6.18443,2020-04-03,0.0438,47,30,state,RJ,82,6
2020-04-03,202014,3534165.0,3506853.0,False,False,176,4.97996,2020-04-03,0.0227,4,23,state,RN,70,2
2020-04-03,202014,1796460.0,1777225.0,False,False,10,0.55665,2020-04-03,0.1,1,15,state,RO,0,0
2020-04-03,202014,631181.0,605761.0,False,False,37,5.86203,2020-04-03,0.027000000000000003,1,14,state,RR,7,1
2020-04-03,202014,11422973.0,11377239.0,False,False,410,3.58926,2020-04-03,0.0146,6,25,state,RS,24,1
2020-04-03,202014,7252502.0,7164788.0,False,False,301,4.15029,2020-04-03,0.0166,5,23,state,SC,20,0
2020-04-03,202014,2318822.0,2298696.0,False,False,27,1.16438,2020-04-03,0.0741,2,21,state,SE,3,0
2020-04-03,202014,46289333.0,45919049.0,False,False,4048,8.745,2020-04-03,0.0541,219,39,state,SP,542,31
2020-04-03,202014,1590248.0,1572866.0,False,False,13,0.81748,2020-04-03,0.0,0,17,state,TO,1,0
2020-04-04,202014,894470.0,881935.0,False,False,46,5.14271,2020-04-04,0.0,0,19,state,AC,0,0
2020-04-04,202014,3351543.0,3337357.0,False,False,23,0.68625,2020-04-04,0.087,2,28,state,AL,0,0
2020-04-04,202014,4207714.0,4144597.0,False,False,311,7.391189999999999,2020-04-04,0.0386,12,23,state,AM,51,5
2020-04-04,202014,861773.0,845731.0,False,False,29,3.36516,2020-04-04,0.0345,1,16,state,AP,10,1
2020-04-04,202014,14930634.0,14873064.0,False,False,336,2.25041,2020-04-04,0.0208,7,30,state,BA,46,1
2020-04-04,202014,9187103.0,9132078.0,False,False,745,8.10919,2020-04-04,0.0309,23,20,state,CE,87,1
2020-04-04,202014,3055149.0,3015268.0,False,False,456,14.92562,2020-04-04,0.0154,7,29,state,DF,37,1
2020-04-04,202014,4064052.0,4018650.0,False,False,166,4.08459,2020-04-04,0.0361,6,31,state,ES,13,1
2020-04-04,202014,7113540.0,7018354.0,False,False,103,1.44794,2020-04-04,0.0194,2,24,state,GO,15,0
2020-04-04,202014,7114598.0,7075181.0,False,False,95,1.33528,2020-04-04,0.0211,2,16,state,MA,8,1
2020-04-04,202014,21292666.0,21168791.0,False,False,430,2.01947,2020-04-04,0.013999999999999999,6,28,state,MG,33,0
2020-04-04,202014,2809394.0,2778986.0,False,False,62,2.20688,2020-04-04,0.0161,1,22,state,MS,2,0
2020-04-04,202014,3526220.0,3484466.0,False,False,60,1.70154,2020-04-04,0.0167,1,16,state,MT,16,0
2020-04-04,202014,8690745.0,8602865.0,False,False,82,0.94353,2020-04-04,0.0122,1,18,state,PA,7,0
2020-04-04,202014,4039277.0,4018127.0,False,False,34,0.84173,2020-04-04,0.0882,3,24,state,PB,2,2
2020-04-04,202014,9616621.0,9557071.0,False,False,176,1.8301599999999998,2020-04-04,0.0795,14,24,state,PE,40,4
2020-04-04,202014,3281480.0,3273227.0,False,False,24,0.73138,2020-04-04,0.1667,4,17,state,PI,2,0
2020-04-04,202014,11516840.0,11433957.0,False,False,401,3.4818599999999997,2020-04-04,0.0175,7,24,state,PR,94,2
2020-04-04,202014,17366189.0,17264943.0,False,False,1246,7.174860000000001,2020-04-04,0.0465,58,31,state,RJ,172,11
2020-04-04,202014,3534165.0,3506853.0,False,False,215,6.083469999999999,2020-04-04,0.0279,6,24,state,RN,39,2
2020-04-04,202014,1796460.0,1777225.0,False,False,11,0.61232,2020-04-04,0.0909,1,16,state,RO,1,0
2020-04-04,202014,631181.0,605761.0,False,False,42,6.65419,2020-04-04,0.0238,1,15,state,RR,5,0
2020-04-04,202014,11422973.0,11377239.0,False,False,418,3.65929,2020-04-04,0.0167,7,26,state,RS,8,1
2020-04-04,202014,7252502.0,7164788.0,False,False,356,4.90865,2020-04-04,0.0281,10,24,state,SC,55,5
2020-04-04,202014,2318822.0,2298696.0,False,False,32,1.38001,2020-04-04,0.0938,3,22,state,SE,5,1
2020-04-04,202014,46289333.0,45919049.0,False,False,4466,9.648010000000001,2020-04-04,0.0582,260,40,state,SP,418,41
2020-04-04,202014,1590248.0,1572866.0,False,False,16,1.00613,2020-04-04,0.0,0,18,state,TO,3,0
2020-04-05,202015,894470.0,881935.0,False,False,48,5.3663099999999995,2020-04-05,0.0,0,20,state,AC,2,0
2020-04-05,202015,3351543.0,3337357.0,False,False,28,0.83544,2020-04-05,0.0714,2,29,state,AL,5,0
2020-04-05,202015,4207714.0,4144597.0,False,False,417,9.91037,2020-04-05,0.036000000000000004,15,24,state,AM,106,3
2020-04-05,202015,861773.0,845731.0,False,False,32,3.7132699999999996,2020-04-05,0.0312,1,17,state,AP,3,0
2020-04-05,202015,14930634.0,14873064.0,False,False,401,2.68575,2020-04-05,0.0224,9,31,state,BA,65,2
2020-04-05,202015,9187103.0,9132078.0,False,False,960,10.44943,2020-04-05,0.0365,35,21,state,CE,215,12
2020-04-05,202015,3055149.0,3015268.0,False,False,468,15.3184,2020-04-05,0.015,7,30,state,DF,12,0
2020-04-05,202015,4064052.0,4018650.0,False,False,194,4.77356,2020-04-05,0.0309,6,32,state,ES,28,0
2020-04-05,202015,7113540.0,7018354.0,False,False,115,1.6166399999999999,2020-04-05,0.0261,3,25,state,GO,12,1
2020-04-05,202015,7114598.0,7075181.0,False,False,132,1.8553400000000002,2020-04-05,0.0152,2,17,state,MA,37,0
2020-04-05,202015,21292666.0,21168791.0,False,False,498,2.3388299999999997,2020-04-05,0.012,6,29,state,MG,68,0
2020-04-05,202015,2809394.0,2778986.0,False,False,65,2.31367,2020-04-05,0.0154,1,23,state,MS,3,0
2020-04-05,202015,3526220.0,3484466.0,False,False,60,1.70154,2020-04-05,0.0167,1,17,state,MT,0,0
2020-04-05,202015,8690745.0,8602865.0,False,False,86,0.98956,2020-04-05,0.0116,1,19,state,PA,4,0
2020-04-05,202015,4039277.0,4018127.0,False,False,35,0.86649,2020-04-05,0.1143,4,25,state,PB,1,1
2020-04-05,202015,9616621.0,9557071.0,False,False,201,2.09013,2020-04-05,0.1045,21,25,state,PE,25,7
2020-04-05,202015,3281480.0,3273227.0,False,False,24,0.73138,2020-04-05,0.1667,4,18,state,PI,0,0
2020-04-05,202015,11516840.0,11433957.0,False,False,445,3.8639099999999997,2020-04-05,0.0225,10,25,state,PR,44,3
2020-04-05,202015,17366189.0,17264943.0,False,False,1394,8.02709,2020-04-05,0.0459,64,32,state,RJ,148,6
2020-04-05,202015,3534165.0,3506853.0,False,False,246,6.96063,2020-04-05,0.0285,7,25,state,RN,31,1
2020-04-05,202015,1796460.0,1777225.0,False,False,14,0.7793100000000001,2020-04-05,0.0714,1,17,state,RO,3,0
2020-04-05,202015,631181.0,605761.0,False,False,42,6.65419,2020-04-05,0.0238,1,16,state,RR,0,0
2020-04-05,202015,11422973.0,11377239.0,False,False,468,4.09701,2020-04-05,0.015,7,27,state,RS,50,0
2020-04-05,202015,7252502.0,7164788.0,False,False,379,5.22578,2020-04-05,0.0264,10,25,state,SC,23,0
2020-04-05,202015,2318822.0,2298696.0,False,True,32,1.38001,2020-04-04,0.0938,3,23,state,SE,0,0
2020-04-05,202015,46289333.0,45919049.0,False,False,4620,9.9807,2020-04-05,0.0595,275,41,state,SP,154,15
2020-04-05,202015,1590248.0,1572866.0,False,False,17,1.06902,2020-04-05,0.0,0,19,state,TO,1,0
2020-04-06,202015,894470.0,881935.0,False,False,50,5.5899,2020-04-06,0.02,1,21,state,AC,2,1
2020-04-06,202015,3351543.0,3337357.0,False,False,31,0.92495,2020-04-06,0.0645,2,30,state,AL,3,0
2020-04-06,202015,4207714.0,4144597.0,False,False,532,12.64344,2020-04-06,0.0357,19,25,state,AM,115,4
2020-04-06,202015,861773.0,845731.0,False,False,39,4.52555,2020-04-06,0.0513,2,18,state,AP,7,1
2020-04-06,202015,14930634.0,14873064.0,False,False,437,2.92687,2020-04-06,0.0229,10,32,state,BA,36,1
2020-04-06,202015,9187103.0,9132078.0,False,False,1045,11.37464,2020-04-06,0.0335,35,22,state,CE,85,0
2020-04-06,202015,3055149.0,3015268.0,False,False,485,15.874839999999999,2020-04-06,0.0206,10,31,state,DF,17,3
2020-04-06,202015,4064052.0,4018650.0,False,False,209,5.14265,2020-04-06,0.0287,6,33,state,ES,15,0
2020-04-06,202015,7113540.0,7018354.0,False,False,119,1.67287,2020-04-06,0.042,5,26,state,GO,4,2
2020-04-06,202015,7114598.0,7075181.0,False,False,171,2.40351,2020-04-06,0.0234,4,18,state,MA,39,2
2020-04-06,202015,21292666.0,21168791.0,False,False,525,2.46564,2020-04-06,0.0171,9,30,state,MG,27,3
2020-04-06,202015,2809394.0,2778986.0,False,False,66,2.3492599999999997,2020-04-06,0.0152,1,24,state,MS,1,0
2020-04-06,202015,3526220.0,3484466.0,False,False,76,2.15528,2020-04-06,0.0132,1,18,state,MT,16,0
2020-04-06,202015,8690745.0,8602865.0,False,False,123,1.4153,2020-04-06,0.0407,5,20,state,PA,37,4
2020-04-06,202015,4039277.0,4018127.0,False,False,36,0.89125,2020-04-06,0.1111,4,26,state,PB,1,0
2020-04-06,202015,9616621.0,9557071.0,False,False,223,2.3189,2020-04-06,0.1345,30,26,state,PE,22,9
2020-04-06,202015,3281480.0,3273227.0,False,False,26,0.79233,2020-04-06,0.1538,4,19,state,PI,2,0
2020-04-06,202015,11516840.0,11433957.0,False,False,466,4.04625,2020-04-06,0.03,14,26,state,PR,21,4
2020-04-06,202015,17366189.0,17264943.0,False,False,1461,8.4129,2020-04-06,0.0486,71,33,state,RJ,67,7
2020-04-06,202015,3534165.0,3506853.0,False,True,246,6.96063,2020-04-05,0.0285,7,26,state,RN,0,0
2020-04-06,202015,1796460.0,1777225.0,False,False,18,1.00197,2020-04-06,0.0556,1,18,state,RO,4,0
2020-04-06,202015,631181.0,605761.0,False,False,42,6.65419,2020-04-06,0.0238,1,17,state,RR,0,0
2020-04-06,202015,11422973.0,11377239.0,False,False,501,4.3859,2020-04-06,0.016,8,28,state,RS,33,1
2020-04-06,202015,7252502.0,7164788.0,False,False,417,5.74974,2020-04-06,0.0264,11,26,state,SC,38,1
2020-04-06,202015,2318822.0,2298696.0,False,False,32,1.38001,2020-04-06,0.125,4,24,state,SE,0,1
2020-04-06,202015,46289333.0,45919049.0,False,False,4866,10.512139999999999,2020-04-06,0.0625,304,42,state,SP,246,29
2020-04-06,202015,1590248.0,1572866.0,False,False,19,1.19478,2020-04-06,0.0,0,20,state,TO,2,0
2020-04-07,202015,894470.0,881935.0,False,False,50,5.5899,2020-04-07,0.04,2,22,state,AC,0,1
2020-04-07,202015,3351543.0,3337357.0,False,False,34,1.0144600000000001,2020-04-07,0.0588,2,31,state,AL,3,0
2020-04-07,202015,4207714.0,4144597.0,False,False,636,15.1151,2020-04-07,0.0362,23,26,state,AM,104,4
2020-04-07,202015,861773.0,845731.0,False,False,51,5.91803,2020-04-07,0.0392,2,19,state,AP,12,0
2020-04-07,202015,14930634.0,14873064.0,False,False,462,3.0943099999999997,2020-04-07,0.0303,14,33,state,BA,25,4
2020-04-07,202015,9187103.0,9132078.0,False,False,1188,12.93117,2020-04-07,0.0337,40,23,state,CE,143,5
2020-04-07,202015,3055149.0,3015268.0,False,False,503,16.464010000000002,2020-04-07,0.0239,12,32,state,DF,18,2
2020-04-07,202015,4064052.0,4018650.0,False,False,227,5.58556,2020-04-07,0.0264,6,34,state,ES,18,0
2020-04-07,202015,7113540.0,7018354.0,False,False,133,1.8696700000000002,2020-04-07,0.0376,5,27,state,GO,14,0
2020-04-07,202015,7114598.0,7075181.0,False,False,229,3.21873,2020-04-07,0.048,11,19,state,MA,58,7
2020-04-07,202015,21292666.0,21168791.0,False,False,559,2.62532,2020-04-07,0.0197,11,31,state,MG,34,2
2020-04-07,202015,2809394.0,2778986.0,False,False,80,2.8475900000000003,2020-04-07,0.025,2,25,state,MS,14,1
2020-04-07,202015,3526220.0,3484466.0,False,False,78,2.2119999999999997,2020-04-07,0.0128,1,19,state,MT,2,0
2020-04-07,202015,8690745.0,8602865.0,False,False,154,1.7719999999999998,2020-04-07,0.0325,5,21,state,PA,31,0
2020-04-07,202015,4039277.0,4018127.0,False,False,41,1.0150299999999999,2020-04-07,0.0976,4,27,state,PB,5,0
2020-04-07,202015,9616621.0,9557071.0,False,False,352,3.66033,2020-04-07,0.0966,34,27,state,PE,129,4
2020-04-07,202015,3281480.0,3273227.0,False,False,31,0.9447,2020-04-07,0.1613,5,20,state,PI,5,1
2020-04-07,202015,11516840.0,11433957.0,False,False,511,4.43698,2020-04-07,0.0294,15,27,state,PR,45,1
2020-04-07,202015,17366189.0,17264943.0,False,False,1688,9.72004,2020-04-07,0.0527,89,34,state,RJ,227,18
2020-04-07,202015,3534165.0,3506853.0,False,False,254,7.18699,2020-04-07,0.0315,8,27,state,RN,8,1
2020-04-07,202015,1796460.0,1777225.0,False,False,23,1.2803,2020-04-07,0.0435,1,19,state,RO,5,0
2020-04-07,202015,631181.0,605761.0,False,False,49,7.76322,2020-04-07,0.0204,1,18,state,RR,7,0
2020-04-07,202015,11422973.0,11377239.0,False,False,555,4.858630000000001,2020-04-07,0.0144,8,29,state,RS,54,0
2020-04-07,202015,7252502.0,7164788.0,False,False,457,6.30127,2020-04-07,0.0328,15,27,state,SC,40,4
2020-04-07,202015,2318822.0,2298696.0,False,False,36,1.55251,2020-04-07,0.1111,4,25,state,SE,4,0
2020-04-07,202015,46289333.0,45919049.0,False,False,5682,12.27497,2020-04-07,0.0653,371,43,state,SP,816,67
2020-04-07,202015,1590248.0,1572866.0,False,False,19,1.19478,2020-04-07,0.0,0,21,state,TO,0,0
2020-04-08,202015,894470.0,881935.0,False,False,58,6.4842900000000006,2020-04-08,0.0345,2,23,state,AC,8,0
2020-04-08,202015,3351543.0,3337357.0,False,False,37,1.1039700000000001,2020-04-08,0.0811,3,32,state,AL,3,1
2020-04-08,202015,4207714.0,4144597.0,False,False,804,19.10776,2020-04-08,0.0373,30,27,state,AM,168,7
2020-04-08,202015,861773.0,845731.0,False,False,107,12.416260000000001,2020-04-08,0.0187,2,20,state,AP,56,0
2020-04-08,202015,14930634.0,14873064.0,False,False,515,3.4492800000000003,2020-04-08,0.035,18,34,state,BA,53,4
2020-04-08,202015,9187103.0,9132078.0,False,False,1394,15.17344,2020-04-08,0.0409,57,24,state,CE,206,17
2020-04-08,202015,3055149.0,3015268.0,False,False,509,16.6604,2020-04-08,0.0236,12,33,state,DF,6,0
2020-04-08,202015,4064052.0,4018650.0,False,False,273,6.71743,2020-04-08,0.022000000000000002,6,35,state,ES,46,0
2020-04-08,202015,7113540.0,7018354.0,False,False,159,2.23517,2020-04-08,0.044000000000000004,7,28,state,GO,26,2
2020-04-08,202015,7114598.0,7075181.0,False,False,272,3.8231300000000004,2020-04-08,0.0441,12,20,state,MA,43,1
2020-04-08,202015,21292666.0,21168791.0,False,False,614,2.88362,2020-04-08,0.0228,14,32,state,MG,55,3
2020-04-08,202015,2809394.0,2778986.0,False,False,85,3.02556,2020-04-08,0.0235,2,26,state,MS,5,0
2020-04-08,202015,3526220.0,3484466.0,False,False,90,2.55231,2020-04-08,0.0111,1,20,state,MT,12,0
2020-04-08,202015,8690745.0,8602865.0,False,False,165,1.89857,2020-04-08,0.0364,6,22,state,PA,11,1
2020-04-08,202015,4039277.0,4018127.0,False,False,55,1.36163,2020-04-08,0.1273,7,28,state,PB,14,3
2020-04-08,202015,9616621.0,9557071.0,False,False,401,4.16986,2020-04-08,0.1147,46,28,state,PE,49,12
2020-04-08,202015,3281480.0,3273227.0,False,False,38,1.15801,2020-04-08,0.1579,6,21,state,PI,7,1
2020-04-08,202015,11516840.0,11433957.0,False,False,550,4.77562,2020-04-08,0.0309,17,28,state,PR,39,2
2020-04-08,202015,17366189.0,17264943.0,False,False,1938,11.15962,2020-04-08,0.0547,106,35,state,RJ,250,17
2020-04-08,202015,3534165.0,3506853.0,False,False,261,7.38505,2020-04-08,0.0421,11,28,state,RN,7,3
2020-04-08,202015,1796460.0,1777225.0,False,False,26,1.44729,2020-04-08,0.0385,1,20,state,RO,3,0
2020-04-08,202015,631181.0,605761.0,False,False,52,8.23852,2020-04-08,0.0192,1,19,state,RR,3,0
2020-04-08,202015,11422973.0,11377239.0,False,False,581,5.08624,2020-04-08,0.0172,10,30,state,RS,26,2
2020-04-08,202015,7252502.0,7164788.0,False,False,501,6.907960000000001,2020-04-08,0.0339,17,28,state,SC,44,2
2020-04-08,202015,2318822.0,2298696.0,False,False,39,1.68189,2020-04-08,0.1026,4,26,state,SE,3,0
2020-04-08,202015,46289333.0,45919049.0,False,False,6708,14.49146,2020-04-08,0.0638,428,44,state,SP,1026,57
2020-04-08,202015,1590248.0,1572866.0,False,False,23,1.44632,2020-04-08,0.0,0,22,state,TO,4,0
2020-04-09,202015,894470.0,881935.0,False,False,62,6.9314800000000005,2020-04-09,0.0323,2,24,state,AC,4,0
2020-04-09,202015,3351543.0,3337357.0,False,False,37,1.1039700000000001,2020-04-09,0.0811,3,33,state,AL,0,0
2020-04-09,202015,4207714.0,4144597.0,False,False,899,21.36552,2020-04-09,0.0445,40,28,state,AM,95,10
2020-04-09,202015,861773.0,845731.0,False,False,110,12.764380000000001,2020-04-09,0.0182,2,21,state,AP,3,0
2020-04-09,202015,14930634.0,14873064.0,False,False,568,3.8042599999999998,2020-04-09,0.0335,19,35,state,BA,53,1
2020-04-09,202015,9187103.0,9132078.0,False,False,1445,15.728570000000001,2020-04-09,0.0394,57,25,state,CE,51,0
2020-04-09,202015,3055149.0,3015268.0,False,False,527,17.249570000000002,2020-04-09,0.0247,13,34,state,DF,18,1
2020-04-09,202015,4064052.0,4018650.0,False,False,300,7.3818,2020-04-09,0.0233,7,36,state,ES,27,1
2020-04-09,202015,7113540.0,7018354.0,False,False,179,2.51633,2020-04-09,0.0391,7,29,state,GO,20,0
2020-04-09,202015,7114598.0,7075181.0,False,False,293,4.11829,2020-04-09,0.0546,16,21,state,MA,21,4
2020-04-09,202015,21292666.0,21168791.0,False,False,655,3.07618,2020-04-09,0.0229,15,33,state,MG,41,1
2020-04-09,202015,2809394.0,2778986.0,False,False,89,3.16794,2020-04-09,0.0225,2,27,state,MS,4,0
2020-04-09,202015,3526220.0,3484466.0,False,False,108,3.06277,2020-04-09,0.0185,2,21,state,MT,18,1
2020-04-09,202015,8690745.0,8602865.0,False,False,169,1.9446,2020-04-09,0.0414,7,23,state,PA,4,1
2020-04-09,202015,4039277.0,4018127.0,False,False,79,1.9558,2020-04-09,0.1392,11,29,state,PB,24,4
2020-04-09,202015,9616621.0,9557071.0,False,False,555,5.77126,2020-04-09,0.1009,56,29,state,PE,154,10
2020-04-09,202015,3281480.0,3273227.0,False,False,40,1.21896,2020-04-09,0.175,7,22,state,PI,2,1
2020-04-09,202015,11516840.0,11433957.0,False,False,621,5.3921,2020-04-09,0.0386,24,29,state,PR,71,7
2020-04-09,202015,17366189.0,17264943.0,False,False,2216,12.76043,2020-04-09,0.0551,122,36,state,RJ,278,16
2020-04-09,202015,3534165.0,3506853.0,False,True,261,7.38505,2020-04-08,0.0421,11,29,state,RN,0,0
2020-04-09,202015,1796460.0,1777225.0,False,False,28,1.5586200000000001,2020-04-09,0.0714,2,21,state,RO,2,1
2020-04-09,202015,631181.0,605761.0,False,False,63,9.98129,2020-04-09,0.0317,2,20,state,RR,11,1
2020-04-09,202015,11422973.0,11377239.0,False,False,636,5.56773,2020-04-09,0.022000000000000002,14,31,state,RS,55,4
2020-04-09,202015,7252502.0,7164788.0,False,False,693,9.55532,2020-04-09,0.026000000000000002,18,29,state,SC,192,1
2020-04-09,202015,2318822.0,2298696.0,False,False,40,1.72501,2020-04-09,0.1,4,27,state,SE,1,0
2020-04-09,202015,46289333.0,45919049.0,False,False,7480,16.159229999999997,2020-04-09,0.0663,496,45,state,SP,772,68
2020-04-09,202015,1590248.0,1572866.0,False,False,23,1.44632,2020-04-09,0.0,0,23,state,TO,0,0
2020-04-10,202015,894470.0,881935.0,False,False,70,7.8258600000000005,2020-04-10,0.0286,2,25,state,AC,8,0
2020-04-10,202015,3351543.0,3337357.0,False,False,45,1.34267,2020-04-10,0.0667,3,34,state,AL,8,0
2020-04-10,202015,4207714.0,4144597.0,False,False,981,23.314320000000002,2020-04-10,0.051,50,29,state,AM,82,10
2020-04-10,202015,861773.0,845731.0,False,False,166,19.262610000000002,2020-04-10,0.012,2,22,state,AP,56,0
2020-04-10,202015,14930634.0,14873064.0,False,False,616,4.12575,2020-04-10,0.0308,19,36,state,BA,48,0
2020-04-10,202015,9187103.0,9132078.0,False,False,1558,16.958560000000002,2020-04-10,0.043,67,26,state,CE,113,10
2020-04-10,202015,3055149.0,3015268.0,False,False,556,18.19879,2020-04-10,0.0252,14,35,state,DF,29,1
2020-04-10,202015,4064052.0,4018650.0,False,False,349,8.587489999999999,2020-04-10,0.0229,8,37,state,ES,49,1
2020-04-10,202015,7113540.0,7018354.0,False,False,191,2.68502,2020-04-10,0.0419,8,30,state,GO,12,1
2020-04-10,202015,7114598.0,7075181.0,False,False,344,4.83513,2020-04-10,0.061,21,22,state,MA,51,5
2020-04-10,202015,21292666.0,21168791.0,False,False,698,3.27812,2020-04-10,0.0244,17,34,state,MG,43,2
2020-04-10,202015,2809394.0,2778986.0,False,False,97,3.4527,2020-04-10,0.0206,2,28,state,MS,8,0
